id,str1,str2,time3,int4
8046,SeJxi,mn1Ua,11/15/1994 11:04 AM,342893
8047,46s,LYC,04/03/2006 11:22 PM,70898
8048,2bKt,J,11/14/1997 04:10 PM,181352
8049,SIZ,Y,04/28/2013 03:43 AM,132013
8050,WR,EvSG,02/05/2004 03:21 AM,663200
8051,1sYLF,tsz,05/12/1980 12:32 AM,182268
8052,X3,d3S,02/22/1987 10:51 PM,743978
8053,5H,btb5,03/25/2007 07:53 AM,231491
8054,3gYs,w8Klg,12/20/1977 08:17 PM,771793
8055,3,1o,07/12/1983 08:44 PM,471214
8056,Zdf9Y,lfX,11/07/1994 12:25 AM,772508
8057,wfxIo,g,05/15/2013 06:58 PM,598135
8058,pLf,T,05/29/2002 12:57 PM,876043
8059,WOoN5,lp,04/25/1978 07:36 PM,774718
8060,MTiTM,k27t,06/23/2007 11:41 AM,252651
8061,BgNA,Gn,08/04/1992 10:42 AM,64078
8062,ke,JBE,10/18/1996 01:37 PM,163403
8063,XmLPG,mis,11/24/1971 05:17 PM,983009
8064,LjU,LgD,03/12/2002 09:58 AM,406399
8065,SvU2x,1o,03/05/2001 08:18 PM,399811
8066,u,mrhCh,01/18/1983 10:23 PM,789187
8067,2g,G,12/29/1976 09:43 AM,98290
8068,QMhN,sm,10/25/1977 07:00 PM,438461
8069,gDiS,lmK,06/26/1994 03:58 PM,545073
8070,GHY,Gc,04/22/1988 03:21 AM,9601
8071,3,O,12/05/1974 03:50 AM,891667
8072,wn4Pd,Wk,02/25/2008 10:59 AM,332585
8073,lhDQe,9dsD,06/29/1999 10:46 PM,478576
8074,ywzF,1p,04/25/1992 10:32 PM,460568
8075,aTjk,Ntrq,07/12/2009 10:24 PM,656962
8076,t5ayS,l,07/27/2005 05:33 PM,757777
8077,Cp,y,12/16/1992 11:42 AM,669520
8078,nM,CgJi4,10/21/1986 05:35 AM,973617
8079,ME,73,03/05/2000 09:05 PM,602787
8080,e7u,hd,06/19/1995 02:05 AM,467872
8081,kBaz,35F,02/26/1991 12:35 PM,840122
8082,gk9,yKH,03/22/2000 10:51 AM,355790
8083,fAaY5,sr,05/18/2013 11:43 AM,422094
8084,XXKB3,g,05/03/2009 08:28 PM,493537
8085,Qyik,u7,05/30/2010 11:26 PM,449369
8086,x,Qx2,08/29/1981 06:54 AM,704074
8087,xIJNh,j878,03/07/2000 04:47 AM,59696
8088,yrd,wBlD,01/22/2007 03:57 PM,876132
8089,PwH,ZX7br,11/12/2007 01:57 AM,225376
8090,79n,b,07/13/2013 08:58 PM,383554
8091,VMp,EitX,12/14/1998 01:58 PM,69645
8092,w,y7a,09/08/2000 09:48 PM,105978
8093,Gdklb,PJ,01/28/2002 02:04 PM,275365
8094,Q,aGQ9C,06/09/2014 11:44 AM,1636
8095,BGm,xvTP2,09/21/2005 10:15 PM,892427
8096,wbi,Sc,04/16/2012 06:42 PM,399531
8097,X,9LE,12/17/1995 12:37 AM,522604
8098,tUGwN,aXMfH,12/03/1993 11:45 AM,166700
8099,WvMaB,OD1f,10/20/2005 04:04 AM,803440
8100,IQ,xSE,01/21/2004 09:20 AM,386225
8101,blnbO,lZCCl,12/05/2009 03:58 AM,712412
8102,pTx,xyV,10/31/1988 08:30 AM,734154
8103,REdP,jx,02/01/1970 07:13 AM,516217
8104,U,vazmV,08/03/2007 08:15 AM,410768
8105,p,ESPT,04/17/2009 11:18 AM,726123
8106,eKgO,KRj8,10/25/2013 06:03 AM,720659
8107,YCYCh,sS9m,09/16/1974 09:06 AM,411948
8108,7TWO,JyvQr,08/10/1999 12:55 AM,906670
8109,A2M1t,y,06/08/1992 07:25 PM,937544
8110,Z,TttT,01/15/2012 08:18 PM,532849
8111,Qw,Z,10/29/1983 06:46 AM,507682
8112,XLHA,ZGv6a,10/27/1986 11:41 PM,190071
8113,r,Arkg,02/28/2008 11:32 AM,246227
8114,VQ67,5ctpB,05/26/1971 12:55 PM,881467
8115,qDUc,ZDu,02/29/2000 04:20 PM,736934
8116,U,oGJC,11/18/1979 05:59 PM,77481
8117,Gb,mptN,12/13/2010 11:17 AM,561178
8118,c,8JhD,11/29/1989 03:06 AM,870349
8119,Ldg,nC,06/03/1979 02:36 PM,966582
8120,ZxBvV,Vm3t,04/30/2000 07:38 PM,570074
8121,4CqZl,y,03/27/1977 01:09 AM,315701
8122,fyc,4,02/01/2014 08:35 PM,337372
8123,rIy,M,09/26/2003 06:53 AM,234450
8124,y,SmE3,04/14/1993 12:26 PM,590157
8125,KIv,8Ho,10/10/1980 01:24 AM,685342
8126,E,NY5ka,07/20/1983 07:38 AM,606700
8127,VgbV,c,07/18/1995 09:21 AM,235984
8128,ME,zZS,06/10/1987 06:18 PM,34949
8129,Evr,NHQt,06/20/1972 05:23 AM,424054
8130,VZi,klR,05/25/1998 08:21 PM,73028
8131,V,zSYU,11/10/2002 11:45 AM,89321
8132,FtV,vrCR,06/16/2002 05:19 PM,230283
8133,EEa,h,03/09/1990 05:07 AM,422041
8134,ERI6f,Jq,02/27/1974 09:55 PM,712216
8135,XjXP,irUM,08/17/2000 08:26 AM,942135
8136,E,s,06/05/1993 07:12 AM,819868
8137,P28,8,07/03/1976 05:49 PM,277103
8138,2ypsB,izrX,08/25/1974 06:09 AM,3884
8139,MD,Mb,12/28/2000 02:21 PM,262248
8140,AXO,EkUUJ,07/27/1981 12:20 AM,234135
8141,v9,VkxN,07/03/1977 06:27 PM,527703
8142,25Gr,K3Uxl,07/02/1972 09:54 PM,902324
8143,lZ4,Q,01/14/2005 06:19 AM,808969
8144,b4,J,12/14/1986 07:26 PM,613071
8145,tO,GqGWS,01/21/2007 12:38 PM,737965
8146,5,g,06/18/2014 10:45 PM,650005
8147,zB,1wz,12/21/1998 03:32 AM,942252
8148,yx,n,03/31/1999 08:25 PM,537567
8149,zJw1O,j,03/30/2010 07:43 AM,828443
8150,gJyet,ns2,04/04/1985 07:54 PM,547348
8151,G,ML,04/29/2001 11:57 PM,350339
8152,hN,v,10/24/1982 07:17 AM,400537
8153,H,73Ddj,11/21/1977 06:22 PM,455211
8154,I,HXa,12/09/1971 05:02 AM,324750
8155,hOn8,V,03/29/1995 10:48 AM,437731
8156,R,A,09/11/1973 01:42 AM,251769
8157,22,xXT8,11/14/1989 01:20 AM,402786
8158,JqF,Mdks,10/10/2014 08:39 AM,184835
8159,EDFMC,rp,01/29/2005 05:29 AM,159588
8160,bpnGq,DNqx6,07/05/1997 06:57 PM,786336
8161,lMhA5,L8LT,05/08/1971 11:41 PM,510362
8162,iktxU,WHH,04/05/2008 12:29 PM,369595
8163,Y,jZS,06/16/1973 08:49 AM,993611
8164,wCMC,Zl,04/22/1982 04:32 PM,974969
8165,l3,YcP,01/11/1989 02:37 PM,643462
8166,lLYR,rE,09/04/2009 03:23 AM,466660
8167,cTI,SWNep,10/29/1988 01:27 AM,892870
8168,HE5a,iRk7,10/04/1973 09:43 PM,558382
8169,41S8,e,09/09/1986 08:13 PM,741819
8170,E,cH,10/18/1984 03:59 AM,149933
8171,Y,zjidY,05/01/1970 05:20 AM,114890
8172,Tl,bsi,05/05/1986 11:04 AM,192471
8173,N,AB1,11/05/2007 05:32 PM,911057
8174,mSfz,f,11/02/2005 01:47 AM,208738
8175,D,bSrQ,01/07/1984 08:23 PM,387795
8176,sww,ZH7,07/28/1983 10:15 AM,972203
8177,B,MFhTP,09/14/1994 02:41 PM,731700
8178,Xm,M,07/21/1989 12:08 PM,961381
8179,Kqc,rQw,12/08/2011 07:34 AM,166891
8180,XD,n,01/04/2008 02:44 AM,310085
8181,jt3e,cyxS4,09/28/1987 03:56 AM,816304
8182,k7,x4,10/13/1988 09:06 AM,963003
8183,u8UhV,fyEHS,08/27/1997 06:20 PM,380881
8184,jleYw,2p9AK,07/06/2010 01:47 PM,344546
8185,ANdw,vHj,07/02/1992 09:31 AM,347797
8186,oq,3xbg8,09/01/1981 09:12 PM,367068
8187,rLZ,J7gKu,09/14/1973 06:51 AM,164499
8188,Q,Rcg6,02/10/2005 09:57 AM,937520
8189,HlFQ,oQfGA,11/13/2008 02:07 PM,644571
8190,kypp,l,11/15/2002 02:27 PM,896058
8191,C,y5lgv,06/06/1985 02:42 PM,228930
8192,SF,tQ,03/27/1976 03:24 PM,866831
8193,MrWz,u1kU,02/17/2010 11:01 AM,683622
8194,D,k5,03/17/2011 11:32 PM,296644
8195,d,35W,08/30/1980 07:29 AM,618505
8196,e1J,abO7,02/23/2009 06:52 AM,559761
8197,87C5,W,05/21/2004 10:31 PM,24427
8198,pj,nwC,11/07/2005 11:16 PM,497549
8199,O,tzy,12/26/1997 06:40 AM,304727
8200,x,DvV,09/30/1984 10:21 AM,85197
8201,ZFEX,ldI,11/29/2012 06:28 PM,306915
8202,h,aWmxy,08/10/2002 03:08 AM,945345
8203,S8h,Gyfu,05/11/1977 02:22 PM,428487
8204,Wg,ZCx,04/07/1987 05:55 AM,712119
8205,5HQO,16,05/09/1974 10:06 AM,656272
8206,6CR,iwz,05/22/2004 07:32 PM,313722
8207,Og,QTSqM,03/16/1990 04:56 AM,844041
8208,og5gP,m11,01/17/1978 08:11 AM,752732
8209,Ti,heaGN,01/12/2007 11:03 PM,251945
8210,xeDU4,UGd7,03/30/1985 06:11 AM,152959
8211,fR85,UJLoX,01/09/1976 06:08 AM,805624
8212,lTPb,EvTY,01/24/1989 04:03 PM,599963
8213,G6,la,02/11/1988 03:08 PM,511409
8214,Jxhvx,h618,11/19/2004 08:14 PM,425946
8215,OM4,u,04/06/1994 12:20 PM,471686
8216,b8Dz,cf,01/17/1996 05:50 PM,888871
8217,FRW,z,09/08/1999 02:47 AM,84082
8218,g57,g7s,04/16/2002 10:31 AM,368482
8219,bCe,oRo,02/26/1987 11:02 PM,30161
8220,C,S,01/07/1996 12:53 PM,347147
8221,Co,9,04/11/2013 10:42 AM,320849
8222,NTqY,1F2jo,10/17/1995 04:58 AM,430563
8223,vFLq5,ay,08/03/1994 03:01 PM,86702
8224,4HBx,TH,07/18/1974 01:42 PM,24650
8225,Gh2KT,oS,01/28/1974 10:01 AM,420704
8226,QFQjx,bng,08/02/1970 02:41 AM,260269
8227,5r,Oj,07/04/1989 08:12 PM,715527
8228,jiZm,Q,02/07/1995 03:42 AM,681152
8229,aHk,mz,01/05/1994 11:25 AM,845650
8230,i,q8,03/09/1972 08:56 AM,592890
8231,K,kTKCX,05/20/1999 01:02 AM,35105
8232,I,tfJd,02/13/1973 02:59 PM,377860
8233,Pnu3,OqlQ,07/07/1981 05:25 AM,240339
8234,1AY,IL,12/10/1973 03:11 AM,603298
8235,Q,lbNGT,08/17/1974 02:54 PM,364173
8236,A,6s4,06/17/2013 11:16 AM,38289
8237,Z3L,KFT,03/31/1999 10:37 PM,119253
8238,Ecu,hPdvA,10/19/1981 04:18 PM,77583
8239,b7,Dbn,02/05/1973 02:11 PM,687815
8240,xA,ckVl,01/23/1984 10:05 AM,126280
8241,SwXSM,y9,01/05/2008 11:20 PM,936602
8242,ZLbDz,qr,09/03/2002 08:22 AM,804474
8243,72j,u9NgV,08/19/1986 03:29 AM,387891
8244,N3NDd,GR4h,03/10/1997 10:29 PM,129580
8245,Z7IN,s,12/03/1988 02:26 PM,622304
8246,G,tb2J,02/04/1992 11:45 AM,515982
8247,g,E,11/06/1977 07:10 AM,930505
8248,aVfb,NU2,07/16/1996 12:09 PM,275445
8249,6,j8PW,10/25/1980 05:24 AM,431619
8250,wyAn,MMTcY,09/01/1986 02:12 AM,863050
8251,Sw5J,yNcBA,12/05/1973 09:06 PM,812493
8252,nwADz,i,06/02/1972 05:19 AM,425984
8253,TF7,xX4dT,10/08/1976 10:58 PM,515782
8254,bkDc,Xljn,10/24/1991 06:18 AM,782471
8255,7WPm9,LxP,12/28/1989 05:10 AM,266194
8256,Qnf,4iMHk,08/28/2003 04:36 AM,948371
8257,OzX,ZtA,11/04/1974 12:29 PM,570285
8258,V1krd,k,01/19/1992 06:20 PM,33030
8259,OjE9W,KB,04/26/1991 11:36 PM,141642
8260,hsER,2J,04/10/1990 07:13 PM,735493
8261,v992,BurSY,03/27/1988 11:11 PM,499973
8262,x,Nyz,12/24/2001 10:41 AM,285083
8263,fbXBU,VU,08/06/1997 02:39 AM,853435
8264,pjaVE,5,01/02/1999 05:35 AM,51856
8265,mbNjF,JXh6h,04/08/1980 05:11 AM,757875
8266,AD,nD,06/10/1996 09:48 PM,659500
8267,8j,V,10/12/1985 02:41 AM,251656
8268,ERZyh,6BmNk,11/05/2011 01:48 AM,699854
8269,Go6F,QtaC,06/09/1970 04:06 AM,811026
8270,n,a9,03/02/1987 01:53 PM,237090
8271,u8,A72l3,05/14/1979 08:04 AM,30482
8272,kVK,rs33O,02/01/1996 07:26 AM,451876
8273,x,ZYLC,10/20/2011 10:06 PM,958431
8274,KBxL,5Z,12/03/2013 01:29 AM,530191
8275,46VlX,1qukh,11/15/2002 08:14 PM,118736
8276,rBK,34C,11/15/1991 07:52 AM,322279
8277,k,gCmjh,10/18/1991 07:05 PM,512635
8278,q1rO,NLy,03/15/1997 03:07 PM,817698
8279,F,UW9Bf,11/05/1983 02:20 AM,51050
8280,t,8U4j5,10/18/2014 01:51 AM,295868
8281,XC,DceuX,04/01/1996 06:01 AM,57786
8282,7FPdl,jO,07/26/1997 11:34 PM,563937
8283,4B,WJG,04/21/1981 10:52 AM,397695
8284,4,KsHn,01/28/1991 05:46 PM,987425
8285,vWh,9Z,06/07/1982 09:58 PM,166421
8286,p7,x5,10/25/1974 07:53 PM,887071
8287,Ewj74,e3EF2,11/08/1973 03:28 AM,311905
8288,jngN,OWwVY,01/04/1993 11:55 AM,233591
8289,Xsxg2,yAZ,04/20/1994 08:20 AM,974396
8290,vL,D,04/22/1984 04:59 AM,154362
8291,J4myd,I9,06/22/2003 10:01 AM,715323
8292,83v,s4t,04/11/1970 10:41 PM,253944
8293,BR,Ir855,03/19/1993 09:31 PM,35655
8294,JAf,rn8F,04/09/1997 01:50 PM,760614
8295,PwpV,CsPak,12/18/1983 04:09 PM,384042
8296,mxj,9,12/01/1975 03:46 PM,674803
8297,RxJ,k7,06/16/1980 07:10 PM,972552
8298,63e,F6i2i,12/26/2008 10:05 AM,141178
8299,tx,VO,10/09/2011 05:48 AM,651878
8300,vdQSx,97,05/13/1979 06:43 AM,173355
8301,fBpd,AnS,07/28/2005 11:44 AM,247702
8302,8wk,XhrAl,03/17/1996 12:03 AM,32892
8303,XF4y,wopya,05/31/1990 12:48 PM,902428
8304,Ry9,js,10/23/2010 03:29 AM,109210
8305,CUdov,2r,08/24/2011 07:05 PM,650932
8306,WT5MI,3Lmi,03/10/1996 12:48 PM,637842
8307,vhR6x,K,12/08/1988 09:48 AM,427319
8308,PX2hs,fRVrN,03/15/1991 07:08 PM,244920
8309,V,m8WC8,04/28/1971 03:46 AM,405059
8310,ef,L23iV,03/21/1997 03:37 AM,111547
8311,Cc,M8,03/26/1994 08:00 AM,342337
8312,4,p3Nz,09/19/1975 05:10 PM,690062
8313,SRJ,m7,08/14/1998 03:18 AM,6581
8314,Ls,Orab,08/07/1976 01:53 PM,611279
8315,Yw,3jUkU,01/28/2012 12:06 PM,166126
8316,lT,TX,07/08/1987 11:19 AM,572000
8317,r,ts,05/12/2007 06:01 PM,362285
8318,J,2,08/17/1978 11:40 PM,645588
8319,BUH,S6O,09/30/1992 04:18 PM,970139
8320,Sfqdi,c4w,03/18/2011 03:22 AM,575136
8321,4f,AvG,06/16/1971 02:49 AM,857441
8322,aerlP,fv,06/18/1987 11:39 AM,531788
8323,D79E,fHrOM,04/15/1982 05:02 PM,774552
8324,RCvK,dUj,09/14/1998 06:16 AM,491407
8325,y,RHZ,05/12/1998 04:21 PM,603956
8326,C9,gC1,09/10/1979 04:27 AM,528078
8327,iO,zP3Np,03/01/1976 11:52 AM,795211
8328,9Y3c,f2P,09/16/2009 12:32 AM,739212
8329,f,a9,04/28/1987 10:21 AM,496422
8330,2c,QSw,03/19/1970 09:01 PM,759029
8331,Mm,6JJyk,11/05/1985 07:02 AM,220374
8332,RBUgg,RLe,03/23/2006 03:31 AM,502947
8333,xo,gowM,01/04/1991 05:32 AM,459338
8334,N4C2w,4J5qf,01/09/1986 03:27 AM,953844
8335,Z,t,10/30/2011 11:34 PM,938766
8336,Xbh,jCnq,01/11/1997 08:47 PM,897772
8337,2,c,04/25/2004 05:00 AM,232914
8338,V7L,mn1vi,05/15/1998 02:50 PM,267009
8339,4,7dX2a,08/18/1982 12:38 PM,410678
8340,pZc44,wLfV,09/27/2014 01:42 AM,523882
8341,y88,HT,05/13/2004 07:25 PM,796280
8342,Kk,ux1,09/01/1996 07:29 PM,420151
8343,Bzk,27d,06/01/1998 09:31 AM,433982
8344,PD,N98Dl,04/09/1991 10:21 PM,241347
8345,8,fBim,10/11/1977 04:28 AM,3787
8346,lP,rE,03/02/2004 01:50 AM,786886
8347,rAAem,q,05/22/2000 02:14 AM,920753
8348,23a,rVcff,01/24/1992 11:57 PM,814227
8349,GjI,WEWA,07/06/2011 02:54 PM,215335
8350,1Wt6,48F,10/11/1997 07:47 PM,992958
8351,pxS,X9K6o,12/15/1982 07:42 AM,180674
8352,dZJ,D9x,02/18/1970 02:00 PM,944305
8353,v,cEk,03/20/2005 08:18 AM,492589
8354,OhU,7D,12/17/2007 09:20 PM,864455
8355,8t,au,01/18/1987 10:52 PM,609408
8356,kpvl3,C15w,07/15/1990 12:41 PM,368557
8357,s,HAK,06/22/1989 07:44 AM,301416
8358,gRFE,U,05/31/1979 01:10 AM,454934
8359,mC9,ZFfE,12/19/2009 10:55 AM,230432
8360,vv3IZ,uFM,01/30/1991 09:48 AM,862612
8361,m,e,05/02/1986 11:20 AM,610756
8362,px3,ySE,11/25/2004 09:30 PM,328573
8363,HJX1,t3F,04/29/1998 06:21 AM,692407
8364,Jz,3URw,05/11/2013 09:16 PM,988218
8365,2h,xiO,10/10/1992 08:58 AM,46298
8366,P2rs3,Va,09/30/2013 11:33 AM,231212
8367,q,dlD,12/02/1986 10:39 PM,80801
8368,cncev,4wcp,02/18/2009 04:59 PM,478986
8369,fd,Si,03/20/1998 11:51 PM,345567
8370,wPZa,cNFmH,11/01/2006 05:58 AM,531535
8371,TcnDZ,rQhvj,04/12/1976 10:41 PM,260274
8372,j,ixvsB,09/18/2012 11:52 AM,462634
8373,8GkY,zpK,04/25/2011 12:38 AM,344731
8374,Dr,wDRX,09/22/1989 02:04 PM,781657
8375,kSa,Uy,04/29/1975 02:16 AM,93388
8376,w,rV,11/13/2004 06:01 AM,37703
8377,XzX,2MKK,03/23/2000 07:48 AM,322561
8378,5,VvoVI,02/28/2010 06:26 PM,760506
8379,VCRYD,QcNf,11/05/2002 10:39 PM,226994
8380,Eawl,Lp5o,10/23/1995 11:06 PM,655575
8381,aXEiZ,kHWv,12/21/1982 05:12 PM,543538
8382,h,JZs,08/15/1995 05:50 PM,199167
8383,CS9S,Ty,08/20/1971 01:45 AM,207129
8384,W,4,03/25/1997 05:14 PM,41928
8385,tu,rZN,01/15/2008 07:14 PM,647237
8386,kspGq,kk,03/15/1972 03:36 PM,716837
8387,QUhFC,u,08/13/1990 05:29 PM,213126
8388,nk,NhnA,02/02/1992 06:50 AM,500722
8389,9mkH,AwL,12/31/1985 05:37 AM,328983
8390,IyUWP,n8IfS,02/28/1993 05:33 PM,747825
8391,Nd7n,v2APx,07/03/1973 10:57 PM,201230
8392,F,c,09/09/1979 07:34 AM,498562
8393,IIq,dvub,04/21/1999 06:50 AM,272525
8394,iB,PrfK,03/05/1991 04:27 PM,675316
8395,78TKF,A2tX,04/19/1974 11:06 PM,815731
8396,uH5zk,Nart,06/03/2012 04:26 AM,707654
8397,dhZ,r,10/08/2000 07:31 PM,424796
8398,ok3nr,kf,09/20/2006 01:02 AM,515592
8399,5H3,TvjgN,10/17/1981 01:30 AM,408475
8400,x,hEZ,05/07/2006 06:00 PM,870221
8401,Nlo,iHRb,06/01/2005 09:00 PM,62529
8402,v7No,tILHW,10/14/1979 03:04 AM,359437
8403,bSHhs,kZGN,09/19/1974 03:25 PM,123486
8404,sp,c,12/06/2009 05:47 AM,976631
8405,4eUq,8M4,12/26/1979 01:01 PM,35108
8406,BSx,g5eL,09/12/1982 07:49 AM,874340
8407,xg,4Q,12/30/1995 04:20 PM,152163
8408,4,O,03/22/2003 04:50 AM,607540
8409,g,7FZ2k,06/25/1995 06:06 AM,954180
8410,JHa,XDTb,06/20/1992 02:44 AM,735249
8411,6m2W,oKjU1,02/28/1987 05:01 PM,242038
8412,W,JsKOT,07/14/1981 11:43 PM,879920
8413,1R,yvMS,11/20/1997 08:55 AM,179200
8414,jbd,VQp,08/19/1972 10:44 PM,403734
8415,1ouk,jIMv,04/28/1985 08:16 PM,618697
8416,8wy,Wqh,04/18/2004 03:16 PM,513968
8417,fqTYj,7oE,08/27/1996 11:51 PM,956486
8418,C,EOR,08/08/2000 07:27 AM,494032
8419,Y4Z,k,10/05/2001 06:56 PM,396021
8420,QxV7,at,01/31/1975 12:00 PM,309218
8421,w,ZEIE,02/26/1993 05:32 AM,332950
8422,n,unrI,11/07/1975 11:46 PM,38447
8423,m5Qkv,phn,03/03/1996 02:59 AM,659578
8424,a,A,09/18/1976 04:21 PM,265317
8425,hkkXI,Wk,07/02/1993 07:14 PM,739252
8426,zkr9,Zdubl,08/30/1988 03:02 PM,603903
8427,1S,9,08/31/1980 05:43 AM,976509
8428,p,s5EJG,01/20/1991 02:04 AM,120021
8429,I,g1b,11/01/2004 02:34 PM,265383
8430,ju,SGlJo,07/07/2002 07:27 PM,131155
8431,FEOY,TtBIK,11/13/1980 10:25 AM,134328
8432,S,K,07/11/1983 05:23 AM,937057
8433,AXUud,xZG,06/19/1990 07:30 AM,728394
8434,1DmD,Od2Zr,12/26/1982 06:48 AM,71157
8435,QI,c,12/12/2006 01:21 PM,531970
8436,RS,Jzq7,10/24/2011 08:23 AM,81825
8437,n,q,12/30/2006 03:54 AM,726047
8438,iG5,ZcP9,02/05/2006 06:15 AM,833492
8439,6Y,chW,04/05/1980 02:35 AM,465919
8440,8g,wh1,04/12/1983 09:53 PM,721901
8441,Big,x,06/13/1994 02:56 PM,732042
8442,hg,pYRlE,03/27/1970 10:00 AM,344729
8443,jY4Po,hw,01/27/2012 07:29 PM,469328
8444,kCDEU,LhE,12/15/2011 12:43 AM,821617
8445,Be,PLJX,03/27/2011 07:08 AM,417985
8446,kQzPt,F,02/05/1974 06:58 PM,646548
8447,5,efRog,01/07/1978 11:28 AM,4551
8448,nM3wW,v,07/17/1972 06:09 AM,808975
8449,R7Y,B8JFa,10/30/1990 04:18 AM,654483
8450,d79G,qGN,05/19/1996 11:38 AM,183694
8451,h3n,m,02/02/1996 12:01 PM,103772
8452,Vj,F,07/03/2008 04:53 PM,657734
8453,H,Rdg,11/30/2005 03:42 PM,940596
8454,8Us,hWV,09/24/2006 01:32 PM,65206
8455,CoMR,E,09/27/2010 08:54 PM,598711
8456,n,CTyL,05/09/2012 03:55 PM,893787
8457,VWBmD,TnL,12/08/1989 04:52 PM,922552
8458,6l1o,P5,08/11/1992 05:35 AM,989783
8459,XaW,tW4B,12/05/2001 11:06 PM,668148
8460,hM,fxYI4,01/08/2009 10:11 PM,669078
8461,NV,PhCg,02/09/1989 02:48 AM,244322
8462,C,Os,02/05/2004 10:45 AM,675287
8463,h2OjI,Z,01/28/2004 08:29 AM,377325
8464,I7NnT,QI,07/07/1992 03:43 AM,104744
8465,vC,67YH,05/20/2000 08:44 PM,746238
8466,MGv6,GcU,11/22/1974 10:38 PM,927040
8467,3Ek,A,12/03/2003 12:03 AM,175598
8468,nje,7,07/02/1998 10:54 PM,183549
8469,2,nNea6,03/11/1993 11:03 AM,711106
8470,2oi,G,11/27/1984 11:47 PM,983816
8471,AaS9,pM,09/15/1986 04:38 AM,447134
8472,3fwc,PI,01/25/1984 02:00 AM,959029
8473,9YRo,t,06/08/1998 05:24 AM,677639
8474,X,M7,03/10/1995 05:34 AM,981480
8475,g,DetZK,05/12/1984 09:04 AM,89662
8476,rl,EB,09/27/2006 09:56 AM,230188
8477,hB8f,opm3q,03/15/1984 12:59 AM,606861
8478,BHn,H,05/15/2014 03:37 AM,427327
8479,I2JK,Z,02/26/1978 06:42 PM,935659
8480,jgg,AV,07/21/1974 07:49 PM,629561
8481,B1I,iOhU,08/19/1999 03:45 PM,931488
8482,B7af,I13,08/13/1972 02:27 AM,872041
8483,I46Fm,2,11/04/1971 07:55 PM,506836
8484,DL2B,c,01/03/1998 11:21 AM,757380
8485,Nq,eSOG8,10/04/1979 01:03 PM,594912
8486,K,s,09/26/2010 05:30 AM,289313
8487,h9,tUvhn,09/21/2007 04:42 PM,831172
8488,5,6xZv7,03/05/1978 06:58 AM,513347
8489,8c9BX,QYZsc,05/01/2006 12:34 AM,908102
8490,q,Kx,10/13/2014 01:33 PM,522557
8491,edoow,Hkx,04/09/2005 08:19 PM,791608
8492,V,DR,11/07/1979 02:46 AM,602423
8493,FPi,tOPu,04/05/2011 01:01 PM,599928
8494,ibsv,rXkz,02/06/1985 10:24 PM,190200
8495,mdtHH,yL1T,01/05/2009 09:37 AM,483683
8496,Sfu,Ib,08/11/2004 10:16 PM,940147
8497,tf,Vqh,06/08/1984 01:39 PM,761820
8498,XZo4,iMMF,05/05/2008 09:05 PM,896851
8499,jMQ,z,03/11/1973 11:54 PM,954178
8500,3U,zwEOG,09/16/1974 03:12 AM,783652
8501,xi,4LRl1,02/21/1971 09:22 PM,801470
8502,oDo4,Xc6,01/21/1971 01:34 AM,69690
8503,ilE,7,07/01/1992 04:08 AM,761041
8504,M,DM,12/11/1978 09:53 AM,599595
8505,wBl,PTV,04/23/1972 07:32 PM,998664
8506,dr,JCgW,07/26/1976 04:52 PM,304995
8507,QiV,oih,12/17/1974 01:26 PM,341598
8508,G2H,kf,02/03/1985 03:04 PM,440269
8509,t8,Dnp,12/26/2010 03:30 PM,679676
8510,wi,zfx,04/30/1981 02:36 AM,738799
8511,EyyKR,jzMc,03/18/1987 08:15 AM,827339
8512,Cln2,hHuVi,02/21/1973 02:49 PM,223084
8513,NrLaw,ZowW6,12/17/2003 07:28 AM,537627
8514,oaS,i,05/30/1994 03:43 PM,318531
8515,uZfu,3i,07/10/2003 06:49 AM,753847
8516,DoxhA,hY,04/01/2001 07:28 PM,474019
8517,5p3L,jAARl,07/05/2009 12:58 PM,962244
8518,A,GtLmS,12/08/1998 08:58 AM,32968
8519,hYs6,7D,01/08/1997 10:51 PM,974816
8520,i,T,12/13/1986 07:08 PM,466360
8521,9,Azu,01/18/2013 01:40 PM,71926
8522,i,T7p,12/03/1972 07:00 AM,169369
8523,dpKO,ezPVP,05/09/1999 05:48 PM,628334
8524,T,GDO1l,10/10/2011 04:09 AM,883991
8525,zZP,UDQ,11/09/2000 09:37 AM,649275
8526,1,iYI9,09/03/2012 06:56 PM,731407
8527,CXoFq,p4Ql,01/31/1971 09:45 AM,202179
8528,ZQzt,C,10/06/1979 08:45 PM,849013
8529,M6EJ,wYx,10/10/2007 03:58 AM,959427
8530,bPX,t,06/29/2014 09:30 PM,394032
8531,MoP,sas9C,09/27/1971 05:20 PM,709192
8532,2G,JGXD,08/11/1975 06:07 AM,454715
8533,lGoS,GC1,02/07/1999 12:49 PM,915131
8534,Ik2B,NnKw,02/01/1984 11:51 PM,895679
8535,J,c51Of,10/01/1982 08:11 PM,302652
8536,7Gg,iVT5Q,02/19/1987 02:03 PM,90420
8537,jk,ZlUxD,12/14/1977 07:32 AM,222527
8538,G,4jie,03/10/2002 08:37 PM,755855
8539,n4,3,05/30/1987 10:10 AM,477554
8540,lPjV,nCM,12/22/1974 09:46 PM,356255
8541,XPyv,zTI,11/26/2010 11:22 AM,772345
